CID,CID number,Coding Scheme Designator,Code Value,Code Meaning,SNOMED-RT ID,SNOMED URL
CID 7480 Breed,7480,SCT,132797006,Steinschaf sheep breed,L-80B9B,http://snomed.info/id/132797006
CID 7480 Breed,7480,SCT,132798001,Welsh Mountain sheep breed,L-80B9C,http://snomed.info/id/132798001
CID 3016 Major Coronary Arteries,3016,SCT,59438005,Left Anterior Descending Coronary Artery,T-43110,http://snomed.info/id/59438005
CID 3016 Major Coronary Arteries,3016,SCT,13647002,Right Coronary Artery,T-43200,http://snomed.info/id/13647002
CID 3016 Major Coronary Arteries,3016,SCT,57396003,Circumflex Coronary Artery,T-43120,http://snomed.info/id/57396003
CID 3016 Major Coronary Arteries,3016,SCT,3227004,Left Main Coronary Artery,T-43107,http://snomed.info/id/3227004
CID 7480 Breed,7480,SCT,132799009,Swedish Fur Sheep breed,L-80B9D,http://snomed.info/id/132799009
CID 7480 Breed,7480,SCT,132800008,Teeswater sheep breed,L-80B9E,http://snomed.info/id/132800008
CID 7480 Breed,7480,SCT,132801007,Texel sheep breed,L-80B9F,http://snomed.info/id/132801007
CID 7480 Breed,7480,SCT,132802000,Pelibüey sheep breed,L-80BA1,http://snomed.info/id/132802000
CID 7480 Breed,7480,SCT,132803005,Morada Nova sheep breed,L-80BA2,http://snomed.info/id/132803005
CID 7480 Breed,7480,SCT,132804004,Balkhi sheep breed,L-80BA3,http://snomed.info/id/132804004
CID 7480 Breed,7480,SCT,132805003,Bavarian Forest sheep breed,L-80BA4,http://snomed.info/id/132805003
CID 7480 Breed,7480,SCT,132806002,Barbados Blackbelly sheep breed,L-80BA5,http://snomed.info/id/132806002
CID 7480 Breed,7480,SCT,132807006,Romney sheep breed,L-80BA6,http://snomed.info/id/132807006
CID 7480 Breed,7480,SCT,132808001,Awassi sheep breed,L-80BA7,http://snomed.info/id/132808001
CID 7480 Breed,7480,SCT,132809009,Arapawa Island sheep breed,L-80BA8,http://snomed.info/id/132809009
CID 7480 Breed,7480,SCT,132810004,Arabi sheep breed,L-80BA9,http://snomed.info/id/132810004
CID 7480 Breed,7480,SCT,132811000,Apennine sheep breed,L-80BB1,http://snomed.info/id/132811000
CID 7480 Breed,7480,SCT,132812007,American Tunis sheep breed,L-80BB2,http://snomed.info/id/132812007
CID 7480 Breed,7480,SCT,132813002,Balwen Welsh Mountain sheep breed,L-80BB3,http://snomed.info/id/132813002
CID 7480 Breed,7480,SCT,132814008,Priangan sheep breed,L-80BB4,http://snomed.info/id/132814008
CID 7480 Breed,7480,SCT,132815009,Rabo Largo sheep breed,L-80BB5,http://snomed.info/id/132815009
CID 7480 Breed,7480,SCT,132843000,Muban pig breed,L-80BE6,http://snomed.info/id/132843000
CID 7480 Breed,7480,SCT,132844006,Iban pig breed,L-80BE7,http://snomed.info/id/132844006
CID 7480 Breed,7480,SCT,132845007,Altay sheep breed,L-80BE8,http://snomed.info/id/132845007
CID 7480 Breed,7480,SCT,132846008,Faeroes sheep breed,L-80BE9,http://snomed.info/id/132846008
CID 7480 Breed,7480,SCT,132849001,Pitt Island sheep breed,L-80BF6,http://snomed.info/id/132849001
CID 7480 Breed,7480,SCT,132851002,Pinzirita sheep breed,L-80BF8,http://snomed.info/id/132851002
CID 7480 Breed,7480,SCT,132852009,Sardinian sheep breed,L-80BF9,http://snomed.info/id/132852009
CID 7480 Breed,7480,SCT,132853004,East Friesian sheep breed,L-80C01,http://snomed.info/id/132853004
CID 7480 Breed,7480,SCT,132854005,Ujumqin sheep breed,L-80C02,http://snomed.info/id/132854005
CID 7480 Breed,7480,SCT,132855006,DLS sheep breed,L-80C22,http://snomed.info/id/132855006
CID 7480 Breed,7480,SCT,132856007,Walachenschaf sheep breed,L-80C23,http://snomed.info/id/132856007
CID 7480 Breed,7480,SCT,132857003,Outaouais Arcott sheep breed,L-80C24,http://snomed.info/id/132857003
CID 7480 Breed,7480,SCT,132858008,Ossimi sheep breed,L-80C25,http://snomed.info/id/132858008
CID 7480 Breed,7480,SCT,132859000,Bentheimer Landschaf sheep breed,L-80C29,http://snomed.info/id/132859000
CID 7480 Breed,7480,SCT,132860005,Barbado sheep breed,L-80C30,http://snomed.info/id/132860005
CID 7480 Breed,7480,SCT,132861009,Baluchi sheep breed,L-80C31,http://snomed.info/id/132861009
CID 7480 Breed,7480,SCT,132888004,Blanc de Bouscat rabbit breed,L-86B36,http://snomed.info/id/132888004
CID 7480 Breed,7480,SCT,132951001,American Indian Horse horse breed,L-8A111,http://snomed.info/id/132951001
CID 7480 Breed,7480,SCT,132952008,American Mustang horse breed,L-8A112,http://snomed.info/id/132952008
CID 7480 Breed,7480,SCT,132953003,American Quarter Horse horse breed,L-8A113,http://snomed.info/id/132953003
CID 7480 Breed,7480,SCT,132954009,American Shetland pony horse breed,L-8A115,http://snomed.info/id/132954009
CID 7480 Breed,7480,SCT,132955005,Anadolu horse breed,L-8A116,http://snomed.info/id/132955005
CID 7480 Breed,7480,SCT,132956006,Andean horse breed,L-8A117,http://snomed.info/id/132956006
CID 7480 Breed,7480,SCT,132957002,Anglo-Kabarda horse breed,L-8A118,http://snomed.info/id/132957002
CID 7480 Breed,7480,SCT,132960009,Narym horse breed,L-8A125,http://snomed.info/id/132960009
CID 7480 Breed,7480,SCT,132961008,National Spotted Saddle Horse horse breed,L-8A126,http://snomed.info/id/132961008
CID 7480 Breed,7480,SCT,132962001,Nigerian horse breed,L-8A127,http://snomed.info/id/132962001
CID 7480 Breed,7480,SCT,132963006,North Swedish Trotter horse breed,L-8A128,http://snomed.info/id/132963006
CID 7480 Breed,7480,SCT,132964000,Oriental Horse horse breed,L-8A129,http://snomed.info/id/132964000
CID 7480 Breed,7480,SCT,132965004,Rhineland Heavy Draft horse breed,L-8A12A,http://snomed.info/id/132965004
CID 7480 Breed,7480,SCT,132966003,Romanian Saddle Horse horse breed,L-8A12B,http://snomed.info/id/132966003
CID 7480 Breed,7480,SCT,132967007,Rottal horse breed,L-8A12C,http://snomed.info/id/132967007
CID 7480 Breed,7480,SCT,132968002,Royal Canadian Mounted Police Horse horse breed,L-8A12D,http://snomed.info/id/132968002
CID 7480 Breed,7480,SCT,132969005,Russian Saddle Horse horse breed,L-8A12E,http://snomed.info/id/132969005
CID 7480 Breed,7480,SCT,132970006,Sable Island Horse horse breed,L-8A12F,http://snomed.info/id/132970006
CID 7480 Breed,7480,SCT,132971005,Panje horse breed,L-8A130,http://snomed.info/id/132971005
CID 7480 Breed,7480,SCT,132972003,Patibarcina horse breed,L-8A131,http://snomed.info/id/132972003
CID 7480 Breed,7480,SCT,132973008,Pechora horse breed,L-8A132,http://snomed.info/id/132973008
CID 7480 Breed,7480,SCT,132974002,Peneia horse breed,L-8A133,http://snomed.info/id/132974002
CID 7480 Breed,7480,SCT,132975001,Periangan horse breed,L-8A134,http://snomed.info/id/132975001
CID 7480 Breed,7480,SCT,132976000,Persian Arab horse breed,L-8A135,http://snomed.info/id/132976000
CID 7480 Breed,7480,SCT,132977009,Petiso Argentino horse breed,L-8A136,http://snomed.info/id/132977009
CID 7480 Breed,7480,SCT,132978004,Polish Draft horse breed,L-8A137,http://snomed.info/id/132978004
CID 7480 Breed,7480,SCT,132979007,Priob horse breed,L-8A138,http://snomed.info/id/132979007
CID 7480 Breed,7480,SCT,132980005,Rahvan horse breed,L-8A139,http://snomed.info/id/132980005
CID 7480 Breed,7480,SCT,132981009,Salerno horse breed,L-8A13A,http://snomed.info/id/132981009
CID 7480 Breed,7480,SCT,132982002,Sandalwood horse breed,L-8A13B,http://snomed.info/id/132982002
CID 7480 Breed,7480,SCT,132983007,Sandan horse breed,L-8A13C,http://snomed.info/id/132983007
CID 7480 Breed,7480,SCT,132984001,Pindos horse breed,L-8A13D,http://snomed.info/id/132984001
CID 7480 Breed,7480,SCT,132985000,Piquira Pony horse breed,L-8A13E,http://snomed.info/id/132985000
CID 7480 Breed,7480,SCT,132986004,Pleven horse breed,L-8A13F,http://snomed.info/id/132986004
CID 7480 Breed,7480,SCT,132990002,Garrano tarpan horse X domestic horse breed,L-8A14A,http://snomed.info/id/132990002
CID 7480 Breed,7480,SCT,132991003,Konink tarpan horse X domestic horse breed,L-8A14B,http://snomed.info/id/132991003
CID 7480 Breed,7480,SCT,132992005,Asturian tarpan horse X domestic horse breed,L-8A14C,http://snomed.info/id/132992005
CID 7480 Breed,7480,SCT,132993000,Pottok tarpan horse X domestic horse breed,L-8A14D,http://snomed.info/id/132993000
CID 7480 Breed,7480,SCT,132994006,Russian Trotter horse breed,L-8A150,http://snomed.info/id/132994006
CID 7480 Breed,7480,SCT,132995007,West African Barb horse breed,L-8A151,http://snomed.info/id/132995007
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,Include CID 247 “Laterality Left-Right Only”,,,,
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,Include CID 212 “Generic Anatomic Location Modifiers”,,,,
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,128950003,Arterial graft to cited segment,G-D873,http://snomed.info/id/128950003
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,128947001,"Graft to cited segment, body",G-D870,http://snomed.info/id/128947001
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,128948006,"Graft to cited segment, distal anastomosis",G-D872,http://snomed.info/id/128948006
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,128949003,"Graft to cited segment, proximal anastomosis",G-D871,http://snomed.info/id/128949003
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,264114003,Ostium,R-4215C,http://snomed.info/id/264114003
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,128951004,Venous graft to cited segment,G-D874,http://snomed.info/id/128951004
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,SCT,361097006,Entire Vessel,T-40003,http://snomed.info/id/361097006
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,DCM,122101,Aneurysm on cited vessel,,
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,DCM,122102,"Graft to cited segment, proximal section",,
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,DCM,122103,"Graft to cited segment, mid section",,
CID 3019 Cardiovascular Anatomic Location Modifiers,3019,DCM,122104,"Graft to cited segment, distal section",,
CID 7480 Breed,7480,SCT,132996008,Fell Pony horse breed,L-8A152,http://snomed.info/id/132996008
CID 7480 Breed,7480,SCT,132997004,National Show Horse horse breed,L-8A153,http://snomed.info/id/132997004
CID 7480 Breed,7480,SCT,132998009,Zhemaichu horse breed,L-8A154,http://snomed.info/id/132998009
CID 7480 Breed,7480,SCT,132999001,Yonaguni horse breed,L-8A155,http://snomed.info/id/132999001
CID 7480 Breed,7480,SCT,133000000,Yakut horse breed,L-8A156,http://snomed.info/id/133000000
CID 7480 Breed,7480,SCT,133001001,Tawleed horse breed,L-8A157,http://snomed.info/id/133001001
CID 7480 Breed,7480,SCT,133002008,Western Sudan Pony horse breed,L-8A158,http://snomed.info/id/133002008
CID 7480 Breed,7480,SCT,133003003,Welera Pony horse breed,L-8A159,http://snomed.info/id/133003003
CID 7480 Breed,7480,SCT,133004009,Vyatka horse breed,L-8A15A,http://snomed.info/id/133004009
CID 7480 Breed,7480,SCT,133005005,Vladimir Heavy Draft horse breed,L-8A15B,http://snomed.info/id/133005005
CID 7480 Breed,7480,SCT,133006006,Vlaamperd horse breed,L-8A15C,http://snomed.info/id/133006006
CID 7480 Breed,7480,SCT,133007002,Ukrainian Saddle Horse horse breed,L-8A15D,http://snomed.info/id/133007002
CID 7480 Breed,7480,SCT,133008007,Tori horse breed,L-8A15E,http://snomed.info/id/133008007
CID 7480 Breed,7480,SCT,133009004,Tokara horse breed,L-8A15F,http://snomed.info/id/133009004
CID 7480 Breed,7480,SCT,133010009,New Kirgiz horse breed,L-8A160,http://snomed.info/id/133010009
CID 7480 Breed,7480,SCT,133011008,Oldenburg horse breed,L-8A161,http://snomed.info/id/133011008
CID 7480 Breed,7480,SCT,133012001,Misaki horse breed,L-8A162,http://snomed.info/id/133012001
CID 7480 Breed,7480,SCT,133013006,Miyako horse breed,L-8A163,http://snomed.info/id/133013006
CID 7480 Breed,7480,SCT,133014000,Mongolian horse breed,L-8A164,http://snomed.info/id/133014000
CID 7480 Breed,7480,SCT,133015004,Waler horse breed,L-8A165,http://snomed.info/id/133015004
CID 7480 Breed,7480,SCT,133016003,Dutch Draft horse breed,L-8A166,http://snomed.info/id/133016003
CID 7480 Breed,7480,SCT,133017007,Egyptian horse breed,L-8A167,http://snomed.info/id/133017007
CID 7480 Breed,7480,SCT,133018002,Estonian Native horse breed,L-8A168,http://snomed.info/id/133018002
CID 7480 Breed,7480,SCT,133019005,Exmoor Pony horse breed,L-8A169,http://snomed.info/id/133019005
CID 7480 Breed,7480,SCT,133020004,Faeroes Island Horse horse breed,L-8A16A,http://snomed.info/id/133020004
CID 7480 Breed,7480,SCT,133021000,Falabella horse breed,L-8A16B,http://snomed.info/id/133021000
CID 7480 Breed,7480,SCT,133022007,Dutch Warmblood horse breed,L-8A16C,http://snomed.info/id/133022007
CID 7480 Breed,7480,SCT,133023002,Dongola horse breed,L-8A16D,http://snomed.info/id/133023002
CID 7480 Breed,7480,SCT,133024008,Døle horse breed,L-8A16E,http://snomed.info/id/133024008
CID 7480 Breed,7480,SCT,133025009,Djerma horse breed,L-8A16F,http://snomed.info/id/133025009
CID 7480 Breed,7480,SCT,133026005,Deliboz horse breed,L-8A170,http://snomed.info/id/133026005
CID 7480 Breed,7480,SCT,133027001,Dartmoor Pony horse breed,L-8A171,http://snomed.info/id/133027001
CID 7480 Breed,7480,SCT,133028006,Crioulo horse breed,L-8A172,http://snomed.info/id/133028006
CID 7480 Breed,7480,SCT,133029003,Finnhorse horse breed,L-8A173,http://snomed.info/id/133029003
CID 7480 Breed,7480,SCT,133030008,Sanfratello horse breed,L-8A174,http://snomed.info/id/133030008
CID 7480 Breed,7480,SCT,133031007,Morab horse breed,L-8A175,http://snomed.info/id/133031007
CID 7480 Breed,7480,SCT,133032000,Moyle horse breed,L-8A176,http://snomed.info/id/133032000
CID 7480 Breed,7480,SCT,133033005,Mustang horse breed,L-8A177,http://snomed.info/id/133033005
CID 7480 Breed,7480,SCT,133034004,M'Bayar horse breed,L-8A178,http://snomed.info/id/133034004
CID 7480 Breed,7480,SCT,133035003,Lusitano horse breed,L-8A179,http://snomed.info/id/133035003
CID 7480 Breed,7480,SCT,133036002,Newfoundland Pony horse breed,L-8A17A,http://snomed.info/id/133036002
CID 7480 Breed,7480,SCT,133037006,Noma horse breed,L-8A17B,http://snomed.info/id/133037006
CID 7480 Breed,7480,SCT,133038001,Nooitgedacht Pony horse breed,L-8A17C,http://snomed.info/id/133038001
CID 7480 Breed,7480,SCT,133039009,Nordland horse breed,L-8A17D,http://snomed.info/id/133039009
CID 7480 Breed,7480,SCT,133040006,Noric horse breed,L-8A17E,http://snomed.info/id/133040006
CID 7480 Breed,7480,SCT,133041005,North Swedish Horse horse breed,L-8A17F,http://snomed.info/id/133041005
CID 7480 Breed,7480,SCT,133042003,Northeastern horse breed,L-8A180,http://snomed.info/id/133042003
CID 7480 Breed,7480,SCT,133043008,Kisber Felver horse breed,L-8A181,http://snomed.info/id/133043008
CID 7480 Breed,7480,SCT,133044002,Anglo-Arab horse breed,L-8A182,http://snomed.info/id/133044002
CID 7480 Breed,7480,SCT,133045001,Nonius horse breed,L-8A183,http://snomed.info/id/133045001
CID 7480 Breed,7480,SCT,133046000,Nooitgedacht horse breed,L-8A184,http://snomed.info/id/133046000
CID 7480 Breed,7480,SCT,133047009,Iomud horse breed,L-8A185,http://snomed.info/id/133047009
CID 7480 Breed,7480,SCT,133048004,Jutland horse breed,L-8A186,http://snomed.info/id/133048004
CID 7480 Breed,7480,SCT,133049007,Karabair horse breed,L-8A187,http://snomed.info/id/133049007
CID 7480 Breed,7480,SCT,133050007,Karabakh horse breed,L-8A188,http://snomed.info/id/133050007
CID 7480 Breed,7480,SCT,133051006,Kazakh horse breed,L-8A189,http://snomed.info/id/133051006
CID 7480 Breed,7480,SCT,133052004,Mangalarga horse breed,L-8A18A,http://snomed.info/id/133052004
CID 7480 Breed,7480,SCT,133053009,Kirdi Pony horse breed,L-8A18B,http://snomed.info/id/133053009
CID 7480 Breed,7480,SCT,133054003,Kiso horse breed,L-8A18C,http://snomed.info/id/133054003
CID 7480 Breed,7480,SCT,133055002,Kladruby horse breed,L-8A18D,http://snomed.info/id/133055002
CID 7480 Breed,7480,SCT,133056001,Knabstrup horse breed,L-8A18E,http://snomed.info/id/133056001
CID 7480 Breed,7480,SCT,133057005,Kushum horse breed,L-8A18F,http://snomed.info/id/133057005
CID 7480 Breed,7480,SCT,133058000,Kustanai horse breed,L-8A190,http://snomed.info/id/133058000
CID 7480 Breed,7480,SCT,133059008,Latvian horse breed,L-8A191,http://snomed.info/id/133059008
CID 7480 Breed,7480,SCT,133060003,Lithuanian Heavy Draft horse breed,L-8A192,http://snomed.info/id/133060003
CID 7480 Breed,7480,SCT,133061004,Lokai horse breed,L-8A193,http://snomed.info/id/133061004
CID 7480 Breed,7480,SCT,133062006,Kiger Mustang horse breed,L-8A194,http://snomed.info/id/133062006
CID 7480 Breed,7480,SCT,133063001,Pony of the Americas horse breed,L-8A195,http://snomed.info/id/133063001
CID 7480 Breed,7480,SCT,133064007,Pintabian horse breed,L-8A196,http://snomed.info/id/133064007
CID 7480 Breed,7480,SCT,133065008,Pantaneiro horse breed,L-8A197,http://snomed.info/id/133065008
CID 7480 Breed,7480,SCT,133066009,Orlov Trotter horse breed,L-8A198,http://snomed.info/id/133066009
CID 7480 Breed,7480,SCT,133067000,Northern Ardennais horse breed,L-8A199,http://snomed.info/id/133067000
CID 7480 Breed,7480,SCT,133068005,Abtenauer horse breed,L-8A19A,http://snomed.info/id/133068005
CID 7480 Breed,7480,SCT,133069002,Adaev horse breed,L-8A19B,http://snomed.info/id/133069002
CID 7480 Breed,7480,SCT,133070001,Albanian horse breed,L-8A19C,http://snomed.info/id/133070001
CID 7480 Breed,7480,SCT,133071002,Alter Real horse breed,L-8A19E,http://snomed.info/id/133071002
CID 7480 Breed,7480,SCT,133072009,American Bashkir Curly horse breed,L-8A19F,http://snomed.info/id/133072009
CID 7480 Breed,7480,SCT,133073004,Poitou Mule Producer horse breed,L-8A1A1,http://snomed.info/id/133073004
CID 7480 Breed,7480,SCT,133074005,Polesian horse breed,L-8A1A2,http://snomed.info/id/133074005
CID 7480 Breed,7480,SCT,133075006,Sardinian Anglo-Arab horse breed,L-8A1A3,http://snomed.info/id/133075006
CID 7480 Breed,7480,SCT,133076007,Sardinian Pony horse breed,L-8A1A4,http://snomed.info/id/133076007
CID 7480 Breed,7480,SCT,133077003,Sarvar horse breed,L-8A1A5,http://snomed.info/id/133077003
CID 7480 Breed,7480,SCT,133078008,Schleswig horse breed,L-8A1A6,http://snomed.info/id/133078008
CID 7480 Breed,7480,SCT,133079000,Schwarzwalder Fuchse horse breed,L-8A1A7,http://snomed.info/id/133079000
CID 7480 Breed,7480,SCT,133080002,Senne horse breed,L-8A1A8,http://snomed.info/id/133080002
CID 7480 Breed,7480,SCT,133081003,Shan horse breed,L-8A1A9,http://snomed.info/id/133081003
CID 7480 Breed,7480,SCT,133082005,Silesian horse breed,L-8A1AA,http://snomed.info/id/133082005
CID 7480 Breed,7480,SCT,133083000,Sini horse breed,L-8A1AB,http://snomed.info/id/133083000
CID 7480 Breed,7480,SCT,133084006,Skyros horse breed,L-8A1AC,http://snomed.info/id/133084006
CID 7480 Breed,7480,SCT,133085007,Slovak Warmblood horse breed,L-8A1AD,http://snomed.info/id/133085007
CID 7480 Breed,7480,SCT,133086008,Sokolka horse breed,L-8A1AE,http://snomed.info/id/133086008
CID 7480 Breed,7480,SCT,133087004,South African Miniature horse breed,L-8A1AF,http://snomed.info/id/133087004
CID 7480 Breed,7480,SCT,133088009,South German Coldblood horse breed,L-8A1B1,http://snomed.info/id/133088009
CID 7480 Breed,7480,SCT,133089001,Southwest Spanish Mustang horse breed,L-8A1B2,http://snomed.info/id/133089001
CID 7480 Breed,7480,SCT,133090005,Spanish-American Horse horse breed,L-8A1B4,http://snomed.info/id/133090005
CID 7480 Breed,7480,SCT,133091009,Spanish Anglo-Arab horse breed,L-8A1B5,http://snomed.info/id/133091009
CID 7480 Breed,7480,SCT,133092002,Spanish Colonial Horse horse breed,L-8A1B6,http://snomed.info/id/133092002
CID 7480 Breed,7480,SCT,133093007,Spiti horse breed,L-8A1B7,http://snomed.info/id/133093007
CID 7480 Breed,7480,SCT,133094001,Sulawesi horse breed,L-8A1B8,http://snomed.info/id/133094001
