SCT,SRT,SNOMED Fully Specified Name
399238002,G-0388,Ratio of pulmonic valve acceleration time to pulmonic valve ejection time (observable entity)
399239005,G-0398,Parasternal short axis view at the aortic valve level (qualifier value)
399241006,R-102AA,Titterington projection (qualifier value)
399242004,R-102C6,Acanthioparietal projection (qualifier value)
399243009,R-102A2,Settegast projection (qualifier value)
399245002,R-1026F,Cleaves projection (qualifier value)
399246001,R-10266,Blackett-Healy projection (qualifier value)
399247005,R-102A7,Tarrant projection (qualifier value)
399251007,R-10292,Lorenz projection (qualifier value)
399255003,R-10256,Submentovertical projection (qualifier value)
399260004,R-10224,Medial-lateral projection (qualifier value)
399261000,G-03A5,History of coronary artery bypass grafting (situation)
399263002,R-10264,Beclere projection (qualifier value)
399264008,G-0373,Image mode (observable entity)
399265009,R-102CF,Exaggerated cranio-caudal projection (qualifier value)
399266005,G-037F,Left ventricular index of myocardium performance (observable entity)
399267001,G-038C,Pulmonary vein S-wave velocity time integral (observable entity)
399268006,G-5224,Medio-lateral oblique emissive projection (qualifier value)
399270002,R-102AB,Towne's projection (qualifier value)
399271003,G-039B,Parasternal short axis view at the papillary muscle level (qualifier value)
399272005,R-102C5,Parietoacanthial projection (qualifier value)
399273000,G-5212,Sagittal-oblique axial emissive projection (qualifier value)
399277004,R-1027C,Hickey projection (qualifier value)
399278009,R-10268,Cahoon projection (qualifier value)
399280003,R-10285,Kasabach projection (qualifier value)
399281004,R-10274,Fleischner projection (qualifier value)
399282006,G-0389,Tricuspid valve closure to opening time (observable entity)
399284007,R-10297,Merchant projection (qualifier value)
399285008,R-1027E,Holmblad projection (qualifier value)
399287000,G-0376,Left ventricular area fractional change (observable entity)
399288005,R-10248,Oblique cranio-caudal projection (qualifier value)
399290006,R-102A1,Schüller projection (qualifier value)
399292003,R-102A4,Stecher projection (qualifier value)
399293008,G-0379,"Left ventricular epicardial diastolic area, psax pap view (observable entity)"
399294002,D7-90035,Cyst of breast (disorder)
399296000,R-102A8,Taylor projection (qualifier value)
399297009,G-5222,Right lateral emissive projection (qualifier value)
399300004,G-5221,Lateral-medial emissive projection (qualifier value)
399301000,G-0390,Regurgitant fraction (observable entity)
399303002,R-10272,Dunlap projection (qualifier value)
399306005,G-0397,Parasternal short axis view (qualifier value)
399307001,F-00FBE,Lost to follow-up (finding)
399308006,R-10291,Lindblom projection (qualifier value)
399309003,G-0378,Left ventricular truncated semi-major axis diastolic dimension (observable entity)
399310008,G-039E,Subcostal long axis view (qualifier value)
399311007,R-10278,Grandy projection (qualifier value)
399312000,R-10208,Antero-posterior oblique projection (qualifier value)
399313005,R-102A6,Swanson projection (qualifier value)
399316002,R-102C8,Parieto-orbital projection (qualifier value)
399318001,R-10287,Kovacs projection (qualifier value)
399320003,R-10271,Clements-Nakayama projection (qualifier value)
399321004,G-5215,Anterior emissive projection (qualifier value)
399325008,R-10254,Sagittal-oblique axial projection (qualifier value)
399326009,D7-10012,Malignant tumor of urinary bladder (disorder)
399327000,R-10293,Low-Beer projection (qualifier value)
399330007,R-102AD,Valdini projection (qualifier value)
399331006,P5-0808E,Computed tomography without contrast (procedure)
399332004,R-10289,Kurzbauer projection (qualifier value)
399335002,R-102C4,Dorsoplantar projection (qualifier value)
399339008,G-0395,Apical long axis (qualifier value)
399341009,R-1027A,Haas projection (qualifier value)
399342002,R-10290,Lilienfeld projection (qualifier value)
399344001,R-10267,Broden projection (qualifier value)
399348003,R-10206,Antero-posterior projection (qualifier value)
399349006,R-102A5,Stenver's projection (qualifier value)
399351005,R-102C7,Orbito-parietal projection (qualifier value)
399352003,R-10228,Lateral-medial projection (qualifier value)
399354002,G-0384,Mitral valve E-wave deceleration time (observable entity)
399355001,R-1026E,Chausse projection (qualifier value)
399356000,R-40985,Right anterior oblique projection (qualifier value)
399358004,R-10269,Caldwell projection (qualifier value)
399360002,R-10257,Verticosubmental projection (qualifier value)
399362005,R-10265,Bertel projection (qualifier value)
399365007,R-1029D,Pearson projection (qualifier value)
399366008,R-10516,Oblique body position (finding)
399367004,G-038E,Cardiovascular orifice area (observable entity)
399368009,R-10226,Medio-lateral oblique projection (qualifier value)
399370000,R-10294,Lysholm projection (qualifier value)
399371001,G-0399,Parasternal short axis view at the level of the mitral chords (qualifier value)
399372008,R-10273,Ferguson projection (qualifier value)
399384005,T-D0823,Structure of transition zone of prostate (body structure)
399707004,R-41563,Supportive - procedure intent (qualifier value)
400047006,D3-8005B,Peripheral vascular disease (disorder)
401303003,D3-15119,Acute ST segment elevation myocardial infarction (disorder)
401314000,D3-1511A,Acute non-ST segment elevation myocardial infarction (disorder)
402603005,D0-2202B,Diffuse inflammatory erythema (disorder)
403618004,D0-3002F,Drug-induced flushing (disorder)
404640003,F-06017,Dizziness (finding)
404684003,R-005AE,Clinical finding (finding)
404713008,C-B10C4,Technetium[99mTc] ethyl cysteinate dimer injection (product)
404846007,C-B014D,Gadopentetate dimeglumine (product)
405269005,R-305CE,Neonatal intensive care unit (environment)
405277009,J-005E6,Resident physician (occupation)
405279007,J-005E8,Attending physician (occupation)
405738005,G-A12F,Blue color (qualifier value)
405739002,G-A132,Blue green color (qualifier value)
406452004,C-13036,Ferric hexacyanoferrate-II (substance)
406660008,L-8C339,Galway sheep breed (organism)
406663005,L-8B102,Ukrainian steppe white pig (organism)
406711007,L-8A106,Brabant horse (organism)
406714004,L-8A10C,Gypsy Vanner horse (organism)
406715003,L-8A10D,Murgese horse (organism)
406721004,L-8A10F,Mixed breed horse (organism)
406722006,L-8C33A,Mixed breed sheep (organism)
406723001,L-93791,Mixed breed chicken (organism)
406725008,L-88106,Alaskan Klee Kai dog breed (organism)
406733009,L-001DE,Callithrix jacchus (organism)
406951002,C-22836,Silver stain (substance)
406952009,C-22837,Colloidal iron stain (substance)
406953004,C-2283A,Mallory bleach stain (substance)
406955006,C-2283C,Butyrate esterase stain (substance)
406957003,C-2283E,Van Gieson stain (substance)
406958008,C-2283F,Luxol fast blue stain (substance)
406959000,C-22840,Cresyl violet stain (substance)
406960005,C-22847,Cresyl echt violet stain (substance)
406961009,C-2284A,Methylene violet stain (substance)
406964001,C-2284B,Mucicarmine stain (substance)
406965000,C-2284C,Night blue stain (substance)
406966004,C-2284D,Orcein stain (substance)
406967008,C-2284E,Phosphotungstic acid-hematoxylin stain (substance)
406968003,C-2284F,Quinacrine fluorescent stain (substance)
406969006,C-22850,Thionin stain (substance)
406971006,C-2285B,Alkaline phosphatase stain (substance)
406972004,C-2285C,India ink stain (substance)
406973009,C-2285D,Naphthol-AS-D-chloracetate esterase stain (substance)
406974003,C-2285E,Peroxidase stain (substance)
406975002,C-2285F,Terminal deoxynucleotidyl transferase stain (substance)
406976001,C-22860,Acid fast stain (substance)
406977005,C-2286A,Rhodamine stain (substance)
406980006,C-2286C,Fouchet stain (substance)
406981005,C-2286D,Aldehyde fuchsin stain (substance)
406982003,C-2286E,Bauer's chromic acid leucofuchsin stain (substance)
406983008,C-2286F,Hansel stain (substance)
406985001,C-2287A,Silver nitrate stain (substance)
406986000,C-2287B,Chromic acid stain (substance)
406988004,F-61DA5,Safranin stain (substance)
406989007,C-2287D,Trichrome stain (substance)
406990003,C-2287E,Aniline blue stain (substance)
406991004,C-2287F,Modified trichrome stain (substance)
406992006,C-22880,Verhoeff's hematoxylin stain (substance)
406993001,C-2288A,Protargol S stain (substance)
406995008,C-2288D,Thioflavine S stain (substance)
407402001,L-8A105,Warmblood horse breed (organism)
407559004,F-03F6E,Family history unknown (situation)
407976008,C-B0415,Gadobutrol (product)
408379005,F-04A13,Imaging result equivocal (finding)
408551003,R-214DD,Exercise tolerance test refused (situation)
408573005,F-04AB2,Imaging result normal (finding)
408574004,F-04AB3,Imaging result abnormal (finding)
408643008,D0-F0369,Infiltrating duct carcinoma of breast (disorder)
408645001,DF-00736,Adenocarcinoma of large intestine (disorder)
408678008,DD-67703,Healthcare associated infectious disease (disorder)
408703009,R-101B0,Vascular stent length (observable entity)
408704003,R-101B2,Vascular stent volume (observable entity)
408705002,R-101AF,Vascular stent cross sectional area (observable entity)
408706001,R-101AD,Vascular stent diameter (observable entity)
408707005,R-101B3,Arterial stasis (finding)
408709008,R-101B5,Incomplete arterial stent apposition at time of placement (finding)
408710003,R-101B6,Incomplete arterial stent apposition subsequent to placement (finding)
408714007,R-101BA,Degree of blood vessel lumen cross sectional area reduction (observable entity)
408715008,R-101BB,Degree of blood vessel lumen diameter reduction (observable entity)
408716009,R-101BC,Stenotic lesion length (observable entity)
408720008,R-101C0,Left ventricular posterobasal segment (body structure)
408723005,R-101C3,Cranial left anterior oblique projection (qualifier value)
408724004,R-101C4,Caudal left anterior oblique projection (qualifier value)
408725003,R-101C5,Cranial right anterior oblique projection (qualifier value)
408726002,R-101C6,Caudal right anterior oblique projection (qualifier value)
408730004,G-C32C,Procedure context (attribute)
408732007,G-C32E,Subject relationship context (attribute)
408734008,R-10229,Diabetic Retinopathy Study field 1 (body structure)
408742009,R-10223,Rose bengal (substance)
408744005,R-1022D,Primary gaze (qualifier value)
408745006,R-10227,Convergent gaze (qualifier value)
409105003,C-B10A5,Yttrium-90 microspheres (product)
409484007,C-B0303,Ioxilan (product)
409549005,F-61E5A,Wayson stain (substance)
409586006,F-04BA9,Complaint (finding)
409595003,F-61E79,Biohazardous material (substance)
409599009,F-0061F,Laboratory biosafety level (observable entity)
409600007,R-41E4D,Biosafety level 1 (qualifier value)
409603009,R-41E4E,Biosafety level 2 (qualifier value)
409604003,R-41E4F,Biosafety level 3 (qualifier value)
409605002,R-41E50,Biosafety level 4 (qualifier value)
409615008,T-D04AC,Ascitic fluid (substance)
409688003,R-305D3,Hospital isolation room (environment)
409712001,D3-1081C,Mitral valve prolapse (disorder)
409774005,M-0100C,Inflammatory morphology (morphologic abnormality)
409783000,R-10239,Tumor invasion limited to skin (finding)
409897002,R-10219,Indirect ophthalmoscopy lens (physical object)
409898007,R-1021A,Fundus camera (physical object)
409899004,R-1021C,Specular microscope (physical object)
409900009,R-1021E,Direct ophthalmoscope (physical object)
409901008,R-1021D,Indirect ophthalmoscope (physical object)
409902001,R-1021F,Ophthalmic endoscope (physical object)
409903006,R-1021B,External camera (physical object)
409905004,L-80108,Black Angus cattle breed (organism)
409906003,L-8B947,Mixed breed cattle (organism)
409908002,L-8B948,Masai cattle breed (organism)
409914009,L-8880B,Domestic medium-haired cat (organism)
409926004,L-88107,Anatolian shepherd dog breed (organism)
410006001,P2-015A2,Digital examination of rectum (procedure)
410429000,D3-3002F,Cardiac arrest (disorder)
410430005,D2-60262,Cardiorespiratory arrest (disorder)
410434001,R-1022A,Diabetic Retinopathy Study field 2 (body structure)
410435000,R-1022B,Diabetic Retinopathy Study field 3 (body structure)
410436004,R-1022C,Diabetic Retinopathy Study field 4 (body structure)
410437008,R-1022E,Diabetic Retinopathy Study field 5 (body structure)
410438003,R-1022F,Diabetic Retinopathy Study field 6 (body structure)
410439006,R-10231,Diabetic Retinopathy Study field 7 (body structure)
410461001,R-1020E,Dual diffuse direct illumination - action (qualifier value)
410462008,R-1020F,Fine slit beam direct illumination - action (qualifier value)
410463003,R-10211,Broad tangential direct illumination - action (qualifier value)
410464009,R-10213,Indirect sclerotic scatter illumination - action (qualifier value)
410465005,R-10215,Indirect retroillumination from the iris - action (qualifier value)
410466006,R-10217,Indirect retroillumination from the retina - action (qualifier value)
